question_id,dataset,question,question_type,gt_answer,correct_label,n_classes,option_letters,option_A,option_B,option_C,option_D,option_E,option_F,option_G,option_H,option_I,option_J,initial_response,followup_response,initial_letter,followup_letter,changed_answer,initial_correct,followup_correct,error,processing_time
pathmnist_5156,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,G,I,G,True,True,False,,0.2
pathmnist_2785,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,H,I,H,True,False,False,,0.2
pathmnist_4537,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,F,B,F,B,True,False,False,,0.2
pathmnist_3347,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,F,D,F,True,False,False,,0.2
pathmnist_2738,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,cancer-associated stroma,H,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,I,I,I,False,False,False,,0.2
pathmnist_4886,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,debris,C,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,B,A,B,A,True,False,False,,0.2
pathmnist_5883,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,G,D,G,True,False,False,,0.2
pathmnist_1713,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,cancer-associated stroma,H,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,C,B,C,B,True,False,False,,0.2
pathmnist_6648,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,smooth muscle,F,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,E,G,E,G,True,False,False,,0.2
pathmnist_4297,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,A,F,A,F,True,False,False,,0.2
pathmnist_5109,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,E,I,E,I,True,False,False,,0.2
pathmnist_5438,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,cancer-associated stroma,H,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,H,H,H,False,True,True,,0.2
pathmnist_1591,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,H,H,H,False,False,False,,0.2
pathmnist_3664,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,normal colon mucosa,G,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,F,D,F,D,True,False,False,,0.2
pathmnist_3401,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,debris,C,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,B,D,B,True,False,False,,0.2
pathmnist_0660,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,B,G,B,True,False,False,,0.2
pathmnist_2228,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,G,H,G,True,False,False,,0.2
pathmnist_5341,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,B,E,B,E,True,False,False,,0.2
pathmnist_6498,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,cancer-associated stroma,H,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,A,D,A,D,True,False,False,,0.2
pathmnist_4736,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,normal colon mucosa,G,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,H,D,H,True,False,False,,0.2
pathmnist_0130,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,F,D,F,True,False,False,,0.2
pathmnist_3704,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,E,G,E,True,False,False,,0.2
pathmnist_1063,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,debris,C,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,C,H,C,H,True,True,False,,0.2
pathmnist_2466,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,C,H,C,True,False,False,,0.2
pathmnist_0305,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,G,I,G,True,False,False,,0.2
pathmnist_4326,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,C,D,C,True,False,False,,0.2
pathmnist_6902,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,A,G,A,G,True,False,False,,0.2
pathmnist_0264,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,A,C,A,C,True,True,False,,0.2
pathmnist_3089,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,B,B,B,B,False,False,False,,0.2
pathmnist_3402,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,A,D,A,True,False,False,,0.2
pathmnist_5131,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,A,I,A,I,True,False,True,,0.2
pathmnist_2703,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,C,H,C,True,False,False,,0.2
pathmnist_1376,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,A,I,A,True,False,False,,0.2
pathmnist_6029,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,C,H,C,True,False,False,,0.2
pathmnist_5095,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,E,H,E,H,True,False,False,,0.2
pathmnist_3187,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,B,G,B,True,False,False,,0.2
pathmnist_1096,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,cancer-associated stroma,H,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,E,H,E,True,True,False,,0.2
pathmnist_2090,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,E,E,E,E,False,False,False,,0.2
pathmnist_1407,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,C,I,C,True,False,False,,0.2
pathmnist_2479,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,H,H,H,False,False,False,,0.2
pathmnist_4227,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,F,G,F,True,False,False,,0.2
pathmnist_6752,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,C,I,C,True,False,False,,0.2
pathmnist_0303,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,A,G,A,True,False,False,,0.2
pathmnist_2675,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,E,I,E,I,True,False,False,,0.2
pathmnist_2861,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,debris,C,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,E,G,E,True,False,False,,0.2
pathmnist_1361,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,smooth muscle,F,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,B,H,B,True,False,False,,0.2
pathmnist_5567,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,debris,C,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,F,H,F,True,False,False,,0.2
pathmnist_3734,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,F,G,F,True,False,False,,0.2
pathmnist_3806,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,H,H,H,False,False,False,,0.2
pathmnist_5161,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,H,D,H,True,False,False,,0.2
pathmnist_3858,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,C,H,C,True,False,False,,0.2
pathmnist_5758,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,normal colon mucosa,G,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,C,D,C,True,False,False,,0.2
pathmnist_4333,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,B,H,B,H,True,False,False,,0.2
pathmnist_1509,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,E,I,E,True,False,False,,0.2
pathmnist_0478,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,C,C,C,C,False,False,False,,0.2
pathmnist_3384,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,G,G,G,False,False,False,,0.2
pathmnist_2814,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,E,I,E,I,True,False,True,,0.2
pathmnist_5029,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,normal colon mucosa,G,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,C,C,C,C,False,False,False,,0.2
pathmnist_1608,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,smooth muscle,F,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,E,I,E,I,True,False,False,,0.2
pathmnist_4763,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,B,G,B,G,True,False,False,,0.2
pathmnist_1864,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,B,B,B,B,False,False,False,,0.2
pathmnist_2469,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,mucus,E,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,B,I,B,True,False,False,,0.2
pathmnist_3377,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,debris,C,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,A,E,A,E,True,False,False,,0.2
pathmnist_7048,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,smooth muscle,F,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,I,C,I,C,True,False,False,,0.2
pathmnist_2268,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,D,G,D,True,False,False,,0.2
pathmnist_3794,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,A,H,A,H,True,False,False,,0.2
pathmnist_1578,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,B,H,B,H,True,False,False,,0.2
pathmnist_4221,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,C,D,C,True,True,False,,0.2
pathmnist_3062,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,normal colon mucosa,G,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,F,G,F,G,True,False,True,,0.2
pathmnist_4167,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,adipose,A,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,F,D,F,True,False,False,,0.2
pathmnist_5017,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,F,H,F,H,True,False,False,,0.2
pathmnist_5478,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,background,B,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,H,I,H,I,True,False,False,,0.2
pathmnist_5613,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,lymphocytes,D,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,G,I,G,I,True,False,False,,0.2
pathmnist_4015,Pathmnist,"Based on this pathology image, what type of tissue/condition is shown?",Classification,colorectal adenocarcinoma epithelium,I,9,"A,B,C,D,E,F,G,H,I",adipose,background,debris,lymphocytes,mucus,smooth muscle,normal colon mucosa,cancer-associated stroma,colorectal adenocarcinoma epithelium,N/A,D,B,D,B,True,False,False,,0.2
