question_id,dataset,question,question_type,gt_answer,correct_label,n_classes,option_letters,option_A,option_B,option_C,option_D,option_E,option_F,option_G,option_H,option_I,option_J,initial_response,followup_response,initial_letter,followup_letter,changed_answer,initial_correct,followup_correct,error,processing_time
organsmnist_5751,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,D,C,D,True,False,False,,0.2
organsmnist_4451,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-left,H,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,J,C,J,True,False,False,,0.2
organsmnist_6198,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,D,A,D,A,True,False,False,,0.2
organsmnist_4738,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-right,C,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,E,C,E,True,True,False,,0.2
organsmnist_6941,Organsmnist,What organ is shown in this sagittal CT image?,Classification,heart,D,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,F,B,F,B,True,False,False,,0.2
organsmnist_6736,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-right,C,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,K,H,K,True,False,False,,0.2
organsmnist_3386,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,D,K,D,K,True,False,True,,0.2
organsmnist_3313,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-right,I,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,I,C,I,True,False,True,,0.2
organsmnist_5162,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,J,K,J,True,False,False,,0.2
organsmnist_4905,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,D,D,D,D,False,False,False,,0.2
organsmnist_1711,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,A,B,A,B,True,False,False,,0.2
organsmnist_1344,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,A,E,A,E,True,False,False,,0.2
organsmnist_1400,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,A,C,A,True,False,False,,0.2
organsmnist_0837,Organsmnist,What organ is shown in this sagittal CT image?,Classification,bladder,A,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,F,C,F,C,True,False,False,,0.2
organsmnist_1671,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,H,H,H,False,False,False,,0.2
organsmnist_4354,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-left,H,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,E,E,E,E,False,False,False,,0.2
organsmnist_2536,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-left,B,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,F,K,F,True,False,False,,0.2
organsmnist_1248,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-left,E,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,B,D,B,D,True,False,False,,0.2
organsmnist_5261,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-left,E,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,E,A,E,A,True,True,False,,0.2
organsmnist_2153,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,G,H,G,True,False,False,,0.2
organsmnist_2847,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-left,H,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,I,H,I,H,True,False,True,,0.2
organsmnist_4224,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-left,B,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,J,E,J,E,True,False,False,,0.2
organsmnist_4961,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,H,H,H,False,False,False,,0.2
organsmnist_4058,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,D,K,D,K,True,False,False,,0.2
organsmnist_1836,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,F,K,F,True,False,False,,0.2
organsmnist_5379,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-left,B,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,E,C,E,True,False,False,,0.2
organsmnist_3882,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,B,C,B,C,True,False,False,,0.2
organsmnist_0966,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,A,I,A,I,True,False,False,,0.2
organsmnist_7652,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,E,C,E,C,True,False,False,,0.2
organsmnist_1701,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,J,H,J,True,False,False,,0.2
organsmnist_0916,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-right,I,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,E,E,E,E,False,False,False,,0.2
organsmnist_0355,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,D,J,D,J,True,False,False,,0.2
organsmnist_4027,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,J,E,J,E,True,True,False,,0.2
organsmnist_4124,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,I,K,I,True,False,False,,0.2
organsmnist_8332,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,I,H,I,H,True,False,False,,0.2
organsmnist_0135,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,G,D,G,D,True,False,False,,0.2
organsmnist_2690,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,A,F,A,F,True,False,False,,0.2
organsmnist_2141,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,B,K,B,K,True,False,False,,0.2
organsmnist_6451,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,C,K,C,True,True,False,,0.2
organsmnist_3694,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,J,A,J,A,True,True,False,,0.2
organsmnist_5063,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-right,C,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,J,K,J,True,False,False,,0.2
organsmnist_4800,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,G,F,G,F,True,False,False,,0.2
organsmnist_6991,Organsmnist,What organ is shown in this sagittal CT image?,Classification,heart,D,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,J,G,J,G,True,False,False,,0.2
organsmnist_5763,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,K,K,K,False,False,False,,0.2
organsmnist_5471,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-right,C,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,G,G,G,G,False,False,False,,0.2
organsmnist_5306,Organsmnist,What organ is shown in this sagittal CT image?,Classification,bladder,A,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,J,C,J,True,False,False,,0.2
organsmnist_2996,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-left,E,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,E,K,E,True,False,True,,0.2
organsmnist_7475,Organsmnist,What organ is shown in this sagittal CT image?,Classification,bladder,A,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,I,A,I,A,True,False,True,,0.2
organsmnist_1168,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,D,H,D,True,False,False,,0.2
organsmnist_8771,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,D,H,D,True,False,False,,0.2
organsmnist_3816,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,F,K,F,K,True,False,True,,0.2
organsmnist_0249,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,H,K,H,True,False,False,,0.2
organsmnist_0774,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,E,D,E,D,True,False,False,,0.2
organsmnist_4772,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,J,H,J,True,False,False,,0.2
organsmnist_3635,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-left,E,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,F,G,F,G,True,False,False,,0.2
organsmnist_8294,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,E,B,E,B,True,False,False,,0.2
organsmnist_7226,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,J,J,J,J,False,False,False,,0.2
organsmnist_8479,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,I,E,I,E,True,False,False,,0.2
organsmnist_3584,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,G,C,G,True,False,False,,0.2
organsmnist_7138,Organsmnist,What organ is shown in this sagittal CT image?,Classification,liver,G,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,G,H,G,True,False,True,,0.2
organsmnist_3240,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,J,C,J,True,False,False,,0.2
organsmnist_8672,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,D,H,D,True,False,False,,0.2
organsmnist_6492,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,B,C,B,True,False,False,,0.2
organsmnist_5676,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,D,K,D,True,False,False,,0.2
organsmnist_2164,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-right,F,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,G,C,G,C,True,False,False,,0.2
organsmnist_7998,Organsmnist,What organ is shown in this sagittal CT image?,Classification,bladder,A,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,G,H,G,H,True,False,False,,0.2
organsmnist_8519,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-left,B,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,F,E,F,E,True,False,False,,0.2
organsmnist_2682,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-right,I,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,I,C,I,C,True,True,False,,0.2
organsmnist_2272,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,D,D,D,D,False,False,False,,0.2
organsmnist_0259,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,I,F,I,F,True,False,False,,0.2
organsmnist_5124,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-left,B,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,J,I,J,I,True,False,False,,0.2
organsmnist_3487,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-left,E,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,G,D,G,D,True,False,False,,0.2
organsmnist_3474,Organsmnist,What organ is shown in this sagittal CT image?,Classification,bladder,A,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,F,I,F,I,True,False,False,,0.2
organsmnist_7203,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,E,C,E,True,False,False,,0.2
organsmnist_5737,Organsmnist,What organ is shown in this sagittal CT image?,Classification,kidney-left,E,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,D,H,D,H,True,False,False,,0.2
organsmnist_7953,Organsmnist,What organ is shown in this sagittal CT image?,Classification,bladder,A,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,J,K,J,K,True,False,False,,0.2
organsmnist_1722,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-left,H,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,G,H,G,H,True,False,True,,0.2
organsmnist_0913,Organsmnist,What organ is shown in this sagittal CT image?,Classification,femur-left,B,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,H,A,H,A,True,False,False,,0.2
organsmnist_4880,Organsmnist,What organ is shown in this sagittal CT image?,Classification,spleen,K,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,K,F,K,F,True,True,False,,0.2
organsmnist_6291,Organsmnist,What organ is shown in this sagittal CT image?,Classification,pancreas,J,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,I,I,I,I,False,False,False,,0.2
organsmnist_8675,Organsmnist,What organ is shown in this sagittal CT image?,Classification,lung-right,I,11,"A,B,C,D,E,F,G,H,I,J,K",bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,C,E,C,E,True,False,False,,0.2
