question_id,dataset,question,question_type,gt_answer,correct_label,n_classes,option_letters,option_A,option_B,option_C,option_D,option_E,option_F,option_G,option_H,option_I,option_J,initial_response,followup_response,initial_letter,followup_letter,changed_answer,initial_correct,followup_correct,error,processing_time
bloodmnist_2614,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,G,D,G,True,True,False,,0.2
bloodmnist_2413,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,H,B,H,B,True,False,True,,0.2
bloodmnist_1739,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,G,G,G,G,False,False,False,,0.2
bloodmnist_0396,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,basophil,A,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,F,B,F,True,False,False,,0.2
bloodmnist_3340,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,monocyte,F,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,F,B,F,True,False,True,,0.2
bloodmnist_3356,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,E,C,E,True,False,False,,0.2
bloodmnist_0681,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,A,C,A,True,False,False,,0.2
bloodmnist_2252,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,B,B,B,False,False,False,,0.2
bloodmnist_0303,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,D,D,D,False,False,False,,0.2
bloodmnist_2565,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,G,A,G,A,True,True,False,,0.2
bloodmnist_0139,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,erythroblast,C,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,C,B,C,True,False,True,,0.2
bloodmnist_0597,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,F,B,F,True,False,False,,0.2
bloodmnist_0840,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,G,C,G,C,True,False,False,,0.2
bloodmnist_2717,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,F,B,F,True,True,False,,0.2
bloodmnist_0375,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,G,F,G,F,True,False,False,,0.2
bloodmnist_1526,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,H,H,H,H,False,True,True,,0.2
bloodmnist_2319,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,erythroblast,C,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,H,F,H,F,True,False,False,,0.2
bloodmnist_0354,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,F,C,F,True,False,False,,0.2
bloodmnist_2708,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,F,C,F,C,True,False,False,,0.2
bloodmnist_3308,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,A,A,A,A,False,False,False,,0.2
bloodmnist_2559,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,erythroblast,C,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,C,B,C,True,False,True,,0.2
bloodmnist_3353,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,H,E,H,True,False,False,,0.2
bloodmnist_2805,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,lymphocyte,E,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,A,D,A,True,False,False,,0.2
bloodmnist_1531,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,A,F,A,F,True,False,False,,0.2
bloodmnist_3277,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,A,C,A,True,False,False,,0.2
bloodmnist_0444,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,A,A,A,A,False,False,False,,0.2
bloodmnist_0850,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,G,D,G,True,False,True,,0.2
bloodmnist_1851,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,monocyte,F,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,D,D,D,False,False,False,,0.2
bloodmnist_2541,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,H,C,H,True,False,True,,0.2
bloodmnist_0807,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,F,D,F,True,False,False,,0.2
bloodmnist_2137,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,D,E,D,True,False,False,,0.2
bloodmnist_0735,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,D,D,D,False,False,False,,0.2
bloodmnist_3304,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,C,E,C,True,False,False,,0.2
bloodmnist_1279,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,C,E,C,True,False,False,,0.2
bloodmnist_0485,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,erythroblast,C,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,F,D,F,D,True,False,False,,0.2
bloodmnist_0838,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,G,C,G,True,False,False,,0.2
bloodmnist_2438,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,basophil,A,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,A,A,A,A,False,True,True,,0.2
bloodmnist_0822,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,eosinophil,B,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,H,D,H,D,True,False,False,,0.2
bloodmnist_2757,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,A,C,A,True,False,False,,0.2
bloodmnist_1710,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,monocyte,F,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,D,B,D,B,True,False,False,,0.2
bloodmnist_0350,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,F,E,F,True,False,False,,0.2
bloodmnist_1349,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,monocyte,F,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,H,H,H,H,False,False,False,,0.2
bloodmnist_0175,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,monocyte,F,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,C,B,C,True,False,False,,0.2
bloodmnist_1894,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,F,C,F,True,False,False,,0.2
bloodmnist_2448,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,D,E,D,True,False,True,,0.2
bloodmnist_0939,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,basophil,A,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,F,H,F,H,True,False,False,,0.2
bloodmnist_1528,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,lymphocyte,E,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,G,E,G,E,True,False,True,,0.2
bloodmnist_2528,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,G,G,G,G,False,True,True,,0.2
bloodmnist_2593,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",D,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,E,E,E,False,False,False,,0.2
bloodmnist_0343,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,B,A,B,A,True,False,False,,0.2
bloodmnist_1394,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,neutrophil,G,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,C,H,C,H,True,False,False,,0.2
bloodmnist_2700,Bloodmnist,What type of blood cell is shown in this microscopy image?,Classification,platelet,H,8,"A,B,C,D,E,F,G,H",basophil,eosinophil,erythroblast,"immature granulocytes(myelocytes, metamyelocytes and promyelocytes)",lymphocyte,monocyte,neutrophil,platelet,N/A,N/A,E,E,E,E,False,False,False,,0.2
